ID,Label
1,2.432908773
2,2.980417967
3,2.920275688
4,3.164899349
5,2.704091787
6,3.175810337
7,2.868850231
8,3.06538415
9,3.358418465
10,2.606609821
11,3.59959054
12,3.461354494
13,3.158936262
14,2.896804333
15,3.167657614
16,3.159915686
17,3.593337059
18,3.078199625
19,3.013054609
20,2.976194143
21,3.200934649
22,3.168786287
23,3.334993124
24,3.192996264
25,3.165642023
26,3.208153963
27,3.490283012
28,3.196828604
29,3.137641191
30,2.81500268
31,2.739061594
32,3.148885012
33,3.10494113
34,2.996554136
35,3.022330284
36,2.523204088
37,3.124387026
38,2.731935978
39,3.116904736
40,3.269262552
41,3.148725271
42,2.795041323
43,3.410906076
44,3.222706795
45,3.092396736
46,2.905457735
47,2.639274597
48,2.797856569
49,3.084167004
50,3.490341902
51,3.019172907
52,2.974430323
53,3.08762145
54,3.319304705
55,3.391670227
56,3.555024862
57,2.67919755
58,3.137743711
59,2.754684925
60,3.376562595
61,2.883284807
62,2.574345589
63,2.997062206
64,3.349688768
65,3.004976273
66,3.149016619
67,2.585835218
68,2.410434723
69,2.894034386
70,3.13024044
71,3.326108694
72,3.277900934
73,3.02685523
74,2.958338261
75,3.058496237
76,3.160633802
77,2.876178741
78,3.422016382
79,3.038502932
80,2.852314949
81,2.974708557
82,2.891999483
83,2.959747076
84,3.051554441
85,2.985129118
86,2.878494501
87,2.958052158
88,3.176098585
89,2.716751814
90,2.700197697
91,3.345463276
92,2.868767262
93,3.037988901
94,2.894955158
95,3.02587986
96,3.164784431
97,3.17554307
98,3.020349026
99,3.662462234
100,2.756656408
101,3.397259951
102,2.956997395
103,2.95858717
104,3.037787914
105,3.225828409
106,2.937114
107,3.067608118
108,3.082450151
109,3.008642435
110,3.167097807
111,3.066329956
112,3.386118889
113,3.10900569
114,2.999849796
115,3.378339529
116,3.0264256
117,2.604640245
118,3.001920938
119,3.122719049
120,3.120193243
121,3.131288767
122,2.993253469
123,3.21287775
124,3.105659723
125,3.064754725
126,3.26270628
127,2.969990969
128,3.019393682
129,3.170902729
130,3.194041014
131,2.975741148
132,2.620280981
133,3.193365097
134,2.962365866
135,2.975527525
136,3.198611736
137,2.858618498
138,3.160275936
139,2.824964523
140,2.876300097
141,3.352504969
142,3.19816947
143,3.132188559
144,3.122053862
145,2.636820555
146,3.387268543
147,3.066251755
148,2.864537954
149,2.922042131
150,3.01716733
151,3.296447992
152,3.154551744
153,3.362226963
154,3.093944788
155,2.992547274
156,3.131134272
157,3.310533285
158,3.020041704
159,3.077310801
160,2.677919865
161,3.132103682
162,3.219362736
163,3.147016764
164,2.832820654
165,3.031656981
166,2.52302599
167,3.202409506
168,3.342309237
169,3.145765543
170,3.051297903
171,3.076341152
172,2.835817099
173,2.992793322
174,3.17629838
175,3.738730192
176,3.143839121
177,2.945105553
178,2.757335424
179,3.066151381
180,2.98717761
181,2.497739315
182,3.439795256
183,3.173317194
184,3.07266593
185,3.069997549
186,2.728881598
187,3.076550484
188,3.163462639
189,3.487144947
190,2.996600866
191,2.931960821
192,3.538396597
193,2.362502098
194,3.095864058
195,3.028386354
196,3.088518381
197,3.385474443
198,3.303479433
199,3.366691113
200,3.075212717
201,2.983793974
202,3.256805182
203,3.089352131
204,3.43422246
205,2.950635195
206,2.862877131
207,2.64434886
208,2.801789522
209,2.922955513
210,3.210468769
211,3.145356894
212,3.857055902
213,3.122326612
214,3.250399113
215,2.899564743
216,2.918685675
217,2.572882652
218,3.251190901
219,3.099087
220,2.827608109
221,2.869389534
222,3.273239136
223,3.094654799
224,2.683653831
225,3.273211718
226,2.915715933
227,3.013446093
