ID,Label
1,2.106281042
2,2.865884304
3,2.551736355
4,2.791041851
5,2.358361244
6,2.854432583
7,2.402810097
8,2.593547344
9,2.651610374
10,2.263022184
11,2.862634659
12,2.927846432
13,2.865162849
14,2.626255512
15,2.818568707
16,2.875388622
17,3.050732613
18,2.660171509
19,2.526618481
20,2.609045982
21,2.874158382
22,2.937618732
23,2.934767723
24,2.835676193
25,2.641070843
26,2.769844055
27,2.856660843
28,2.844664097
29,2.679595947
30,2.516191483
31,2.472640038
32,2.850802898
33,2.833474159
34,2.415371418
35,2.639907837
36,2.095589638
37,2.7884202
38,2.399653673
39,2.749309063
40,3.35468483
41,2.782966137
42,2.333844662
43,3.013615608
44,2.78522253
45,2.813845158
46,2.472693443
47,2.178285122
48,2.570764542
49,2.616754055
50,2.936017513
51,2.676227093
52,2.759958267
53,2.552037716
54,2.932227612
55,2.789669991
56,3.09873724
57,2.500397205
58,2.914411068
59,2.321434975
60,2.820968628
61,2.539069176
62,2.314452171
63,2.479170799
64,2.754063129
65,2.681025505
66,2.950485706
67,2.121173859
68,2.122806072
69,2.568583488
70,2.702048779
71,2.788479328
72,2.858913898
73,2.681695461
74,2.636076927
75,2.700694561
76,2.687296867
77,2.491491795
78,2.899128437
79,2.792707443
80,2.555491924
81,2.696335316
82,2.605158329
83,2.764554024
84,2.908949375
85,2.674686432
86,2.574163914
87,2.719108582
88,2.835840225
89,2.298564434
90,2.216523647
91,2.718840122
92,2.487022877
93,2.754847527
94,2.538363934
95,2.675132751
96,2.785859585
97,2.985690594
98,2.626580715
99,3.369983196
100,2.474294186
101,2.963323116
102,2.587748051
103,2.472909451
104,2.648664951
105,2.86793232
106,2.539217472
107,2.640710354
108,2.673262596
109,2.599019527
110,2.569041729
111,2.995995998
112,2.82494688
113,2.841714859
114,2.651637077
115,2.835837841
116,2.641338825
117,2.232911587
118,2.777719498
119,2.668949127
120,2.80259037
121,2.787252903
122,2.652734756
123,2.506634712
124,2.888550282
125,2.607121944
126,2.91500473
127,2.613100052
128,2.541261196
129,2.674043655
130,2.685929775
131,2.685529232
132,2.393554688
133,2.959382057
134,2.597007275
135,2.718074322
136,2.834899426
137,2.413345814
138,2.735929489
139,2.162220955
140,2.462556362
141,2.82032299
142,2.797356606
143,2.805708885
144,2.714654446
145,2.293994904
146,2.745143414
147,2.828975677
148,2.666363239
149,2.682708263
150,2.790700912
151,3.09982872
152,2.740445614
153,3.300162315
154,2.868391037
155,2.871456623
156,2.844688892
157,2.839379311
158,2.645111561
159,2.743263721
160,2.357853413
161,2.782662868
162,2.69166851
163,2.702278614
164,2.546918869
165,2.655407429
166,2.20684576
167,2.866434097
168,2.903678894
169,2.811546326
170,2.755752087
171,2.588050842
172,2.490077496
173,2.522937775
174,2.62988472
175,3.447329044
176,2.667425156
177,2.558336258
178,2.382739544
179,2.92356205
180,2.801173687
181,2.167323589
182,2.836650848
183,2.859095573
184,2.80137825
185,2.726363182
186,2.253626823
187,2.592070103
188,2.946799278
189,3.149002075
190,3.084895611
191,2.505364895
192,3.399574757
193,2.203487158
194,2.718481541
195,2.743692398
196,2.718330383
197,3.173965931
198,2.823325634
199,2.649235249
200,3.254296303
201,2.759648323
202,2.775355816
203,2.784517765
204,2.93483448
205,2.656593323
206,2.403450727
207,2.288200855
208,2.572599888
209,2.651793957
210,2.755920887
211,2.908719063
212,3.407590866
213,2.592492104
214,2.844235897
215,2.662252426
216,2.546019554
217,2.295450687
218,2.697792053
219,3.069746971
220,2.465444088
221,2.508276463
222,2.622544289
223,2.941449642
224,2.34427166
225,2.768818855
226,2.66262579
227,2.554154873
