ID,Label
1,2.117240906
2,2.856678247
3,2.619129419
4,2.689809322
5,2.404476166
6,2.824205637
7,2.592049599
8,2.720332861
9,2.68800354
10,2.423892021
11,2.99768424
12,2.968239546
13,2.869101763
14,2.614887476
15,2.777308941
16,2.848376989
17,3.176277876
18,2.668107271
19,2.593044043
20,2.767650366
21,2.887744427
22,3.044881105
23,3.0430305
24,3.019480944
25,2.773415327
26,2.755824566
27,2.975286245
28,2.813468218
29,2.735038519
30,2.566097498
31,2.633728027
32,2.80375123
33,2.731107235
34,2.502376556
35,2.748682737
36,2.230391502
37,2.859264851
38,2.566064835
39,2.731409311
40,3.297358751
41,2.818646669
42,2.537881851
43,2.993311882
44,2.901500702
45,2.897867441
46,2.703220129
47,2.340754509
48,2.680898905
49,2.792584658
50,2.927597284
51,2.742247581
52,2.78253293
53,2.656483412
54,3.102983952
55,2.836176634
56,3.331237555
57,2.606926918
58,2.965842962
59,2.502533436
60,2.830485582
61,2.639258862
62,2.390745163
63,2.631434441
64,2.860603809
65,2.820060492
66,2.896342516
67,2.268688917
68,2.270421982
69,2.566299915
70,2.758091211
71,2.74861598
72,3.06270051
73,2.746721506
74,2.689744949
75,2.866076231
76,2.68154335
77,2.589223385
78,3.036890745
79,2.820034742
80,2.587575436
81,2.81601119
82,2.636544466
83,2.857249975
84,2.865369081
85,2.757868767
86,2.63875699
87,2.836819887
88,2.884718657
89,2.514085531
90,2.220832109
91,2.795081377
92,2.579880714
93,2.759220123
94,2.597105742
95,2.847926855
96,2.753854513
97,3.008419037
98,2.630682707
99,3.359023333
100,2.54897213
101,2.861512899
102,2.628525972
103,2.611297131
104,2.792519569
105,2.93130064
106,2.599155188
107,2.737778425
108,2.733972549
109,2.630924225
110,2.712631464
111,3.127841234
112,3.028162956
113,2.840533018
114,2.648289919
115,2.883205175
116,2.673704147
117,2.260974646
118,2.950355053
119,2.817598581
120,2.882405043
121,2.773359776
122,2.632397175
123,2.626773596
124,3.096293211
125,2.764483213
126,3.02709651
127,2.594864368
128,2.610425234
129,2.811752081
130,2.80001688
131,2.789261341
132,2.476983786
133,2.953600407
134,2.659095764
135,2.823098898
136,2.860172033
137,2.533615828
138,2.798658609
139,2.201177835
140,2.59167695
141,2.761415482
142,2.82101512
143,2.806682587
144,2.844758749
145,2.535176992
146,2.796628475
147,2.934470177
148,2.768101692
149,2.728837013
150,2.803082705
151,3.110983133
152,2.805108309
153,3.354944944
154,2.870107651
155,2.859312296
156,2.963081121
157,2.939171076
158,2.768720865
159,2.801772833
160,2.448070288
161,2.753567934
162,2.650996923
163,2.869505167
164,2.652983904
165,2.692442417
166,2.366177797
167,2.904737949
168,2.835651636
169,2.798276186
170,2.759973526
171,2.57182169
172,2.612690449
173,2.693922043
174,2.701687574
175,3.285462618
176,2.763260603
177,2.67437768
178,2.561445951
179,2.977554083
180,2.927492857
181,2.393463373
182,2.854371786
183,2.85931015
184,2.83546567
185,2.813257694
186,2.363626957
187,2.691417933
188,2.977331877
189,3.399851084
190,3.142543077
191,2.599194527
192,3.397559881
193,2.284504652
194,2.853680849
195,2.882990599
196,2.710889578
197,3.266142607
198,2.865286112
199,2.643460035
200,3.239434481
201,2.800528049
202,2.821758032
203,2.759400845
204,2.809485912
205,2.756732941
206,2.486260891
207,2.362293959
208,2.666627407
209,2.719053745
210,2.759455919
211,2.950398207
212,3.551956892
213,2.759978771
214,2.805172682
215,2.670794964
216,2.663524389
217,2.483430862
218,2.737916708
219,2.953044176
220,2.569988251
221,2.544770718
222,2.777009964
223,2.951991796
224,2.431386709
225,2.77742219
226,2.836252451
227,2.699679136
