ID,Label
1.0,2.7647409439086914
2.0,3.2805323600769043
3.0,3.420153856277466
4.0,3.2700319290161133
5.0,3.5226898193359375
6.0,3.6041219234466553
7.0,2.95601224899292
8.0,3.3229458332061768
9.0,3.3364899158477783
10.0,3.134523391723633
11.0,3.344724416732788
12.0,3.2913126945495605
13.0,3.3027405738830566
14.0,2.9160878658294678
15.0,3.129570245742798
16.0,3.2947590351104736
17.0,3.1904635429382324
18.0,3.360862970352173
19.0,2.9386470317840576
20.0,3.061354875564575
21.0,3.364732265472412
22.0,3.5550267696380615
23.0,3.255749464035034
24.0,3.1544926166534424
25.0,3.2151317596435547
26.0,3.107974052429199
27.0,3.25270938873291
28.0,3.3652119636535645
29.0,3.150357723236084
30.0,3.3316009044647217
31.0,3.2393290996551514
32.0,3.2788679599761963
33.0,3.0295660495758057
34.0,3.0153865814208984
35.0,3.2552742958068848
36.0,2.907466173171997
37.0,3.3076770305633545
38.0,2.8749353885650635
39.0,3.185826539993286
40.0,3.008511781692505
41.0,3.365915298461914
42.0,3.205817222595215
43.0,3.188037633895874
44.0,3.3627538681030273
45.0,3.3662474155426025
46.0,3.2314298152923584
47.0,2.5997202396392822
48.0,2.9716687202453613
49.0,3.3656089305877686
50.0,3.184840440750122
51.0,3.151258707046509
52.0,3.193315029144287
53.0,3.246889352798462
54.0,3.191857099533081
55.0,3.397038221359253
56.0,3.16796875
57.0,3.236697196960449
58.0,3.1111011505126953
59.0,3.119213342666626
60.0,3.2371339797973633
61.0,3.242431402206421
62.0,3.141416549682617
63.0,2.999253273010254
64.0,3.1408188343048096
65.0,3.4069175720214844
66.0,3.2299482822418213
67.0,3.480651617050171
68.0,2.836118459701538
69.0,3.3265185356140137
70.0,3.2378852367401123
71.0,3.31438946723938
72.0,3.6047186851501465
73.0,3.477813720703125
74.0,3.279130697250366
75.0,3.413545608520508
76.0,3.355985164642334
77.0,3.167564868927002
78.0,3.303570032119751
79.0,3.2115371227264404
80.0,3.2524192333221436
81.0,3.284449338912964
82.0,3.271097421646118
83.0,3.343466281890869
84.0,3.1904211044311523
85.0,3.2152321338653564
86.0,3.2554805278778076
87.0,3.0630125999450684
88.0,3.185758113861084
89.0,2.807786226272583
90.0,3.1893839836120605
91.0,3.419074535369873
92.0,3.2672574520111084
93.0,3.2431318759918213
94.0,3.0907540321350098
95.0,3.0102295875549316
96.0,3.266432285308838
97.0,2.898963451385498
98.0,3.2108657360076904
99.0,3.1241958141326904
100.0,3.232694625854492
101.0,3.27469801902771
102.0,3.277935266494751
103.0,3.2638707160949707
104.0,3.0669329166412354
105.0,3.346920967102051
106.0,3.2883174419403076
107.0,3.1608099937438965
108.0,3.1557834148406982
109.0,3.0701205730438232
110.0,3.3103373050689697
111.0,3.109750986099243
112.0,3.036651134490967
113.0,3.4160642623901367
114.0,3.288193941116333
115.0,3.3262059688568115
116.0,3.2195801734924316
117.0,3.0905089378356934
118.0,3.2830636501312256
119.0,3.277094602584839
120.0,3.5907373428344727
121.0,3.1848807334899902
122.0,3.317723512649536
123.0,3.1413915157318115
124.0,3.536677122116089
125.0,3.0985729694366455
126.0,3.3395190238952637
127.0,3.2206194400787354
128.0,3.308809518814087
129.0,3.0910227298736572
130.0,3.34875750541687
131.0,3.2441372871398926
132.0,2.9899070262908936
133.0,2.9913768768310547
134.0,3.275606870651245
135.0,3.5085489749908447
136.0,3.296443462371826
137.0,2.6338162422180176
138.0,3.144972324371338
139.0,2.821979284286499
140.0,3.155022621154785
141.0,3.4140524864196777
142.0,3.4118893146514893
143.0,3.4139111042022705
144.0,3.3529434204101562
145.0,3.1240298748016357
146.0,3.3487191200256348
147.0,3.3714425563812256
148.0,2.9550716876983643
149.0,3.1787331104278564
150.0,3.199965238571167
151.0,3.1554040908813477
152.0,3.2567341327667236
153.0,3.272597074508667
154.0,3.2904109954833984
155.0,3.3241477012634277
156.0,3.1413393020629883
157.0,3.225461721420288
158.0,3.2809958457946777
159.0,3.1679117679595947
160.0,3.1969668865203857
161.0,3.351361036300659
162.0,3.331681251525879
163.0,3.0621938705444336
164.0,3.091109037399292
165.0,3.236917734146118
166.0,3.2593183517456055
167.0,3.2671148777008057
168.0,2.8889353275299072
169.0,3.143824815750122
170.0,3.057892322540283
171.0,3.169175148010254
172.0,3.116856813430786
173.0,3.272747278213501
174.0,3.1787002086639404
175.0,3.2170486450195312
176.0,3.3844916820526123
177.0,3.180349111557007
178.0,3.306208610534668
179.0,3.2141547203063965
180.0,3.3698062896728516
181.0,3.366389274597168
182.0,3.2259721755981445
183.0,2.9709062576293945
184.0,3.3245224952697754
185.0,3.036921262741089
186.0,3.2491307258605957
187.0,3.107211112976074
188.0,3.29227876663208
189.0,3.3100883960723877
190.0,3.434227466583252
191.0,3.17095947265625
192.0,3.4395933151245117
193.0,3.475212574005127
194.0,3.104088068008423
195.0,3.4114856719970703
196.0,2.9485583305358887
197.0,3.3749966621398926
198.0,3.230760335922241
199.0,3.204479217529297
200.0,3.2682695388793945
201.0,3.0976755619049072
202.0,3.219010353088379
203.0,3.260762929916382
204.0,2.9097647666931152
205.0,3.304845094680786
206.0,2.9915409088134766
207.0,3.1572391986846924
208.0,3.602912187576294
209.0,3.344921350479126
210.0,3.3143599033355713
211.0,3.0372211933135986
212.0,3.175441026687622
213.0,3.0359342098236084
214.0,3.2711195945739746
215.0,3.254122734069824
216.0,3.2401175498962402
217.0,3.1543068885803223
218.0,3.4734456539154053
219.0,3.311485528945923
220.0,3.1536929607391357
221.0,3.201744794845581
222.0,3.3423829078674316
223.0,3.401712656021118
224.0,3.3752975463867188
225.0,3.427353858947754
226.0,3.446014404296875
227.0,3.299705982208252
